,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
189,30698759,320 Traynor Avenue #15,Kitchener,2,1/1,,,"1,158",$215.89,"$229,900","$250,000",11/19/2018,108.74,6
190,30678524,45 Cedarhill Crescent #7C,Kitchener,1,1/0,2007,,603,$416.25,"$255,000","$251,000",11/12/2018,98.43,94
191,30681311,14 WILLIAMSBURG Road #35,Kitchener,3,2/0,,,"1,400",$179.29,"$250,000","$251,000",09/20/2018,100.40,29
192,30681090,17 GIBSON Drive #5,Kitchener,2,1/1,,,"1,114",$225.76,"$250,000","$251,500",09/14/2018,100.60,14
193,30676152,340 Westcourt Place,Waterloo,3,1/1,,,"1,082",$232.90,"$259,900","$252,000",08/24/2018,96.96,25
194,30676865,310 Westcourt Place,Waterloo,3,1/1,,,"1,056",$238.64,"$259,900","$252,000",08/24/2018,96.96,23
195,30694996,45 CedarHill Crescent #4C,Kitchener,1,1/0,2007,,603,$419.57,"$239,900","$253,000",11/03/2018,105.46,4
196,30641769,81 CHURCH Street #905,Kitchener,3,1/1,1975,,"1,037",$245.90,"$259,900","$255,000",06/29/2018,98.11,48
197,30666101,276 Westcourt Place,Waterloo,3,1/0,,,"1,082",$235.67,"$259,900","$255,000",08/20/2018,98.11,67
198,30667211,81 CHURCH Street #1503,Kitchener,2,1/0,1976,,950,$268.42,"$259,900","$255,000",08/30/2018,98.11,66
199,30676123,202 SILVER ASPEN Crescent,Kitchener,3,1/0,1975,,"1,060",$240.57,"$268,800","$255,000",11/12/2018,94.87,111
200,30678352,3267 King Street #309,Kitchener,2,2/0,1991,,"1,180",$216.10,"$239,000","$255,000",08/11/2018,106.69,5
201,30678896,43 Thaler Avenue #2,Kitchener,2,1/0,1977,,918,$277.78,"$260,000","$255,000",08/21/2018,98.08,7
202,30679965,318 Westcourt Place,Waterloo,3,1/0,,,"1,082",$235.67,"$259,900","$255,000",08/24/2018,98.11,10
203,30696710,160 RITTENHOUSE Road #12,Kitchener,2,1/0,,,899,$283.65,"$249,900","$255,000",11/15/2018,102.04,26
204,30691264,280 THALER Avenue #24,Kitchener,3,1/0,,,"1,125",$227.56,"$249,900","$256,000",10/26/2018,102.44,22
205,30685911,55 BLUE SPRINGS Drive #413,Waterloo,2,2/0,,,"1,156",$221.63,"$239,900","$256,200",09/14/2018,106.79,2
206,30681008,3227 King Street #105,Kitchener,2,2/0,1990,,"1,029",$249.76,"$259,900","$257,000",09/12/2018,98.88,20
207,30690248,1100 COURTLAND Avenue #509,Kitchener,0,1/0,,,"1,000",$257.00,"$260,000","$257,000",10/12/2018,98.85,14
208,30665490,14 Williamsburg Road #38,Kitchener,3,1/1,,,"1,400",$184.29,"$264,900","$258,000",06/28/2018,97.40,17
209,30665265,205 HIGHLAND Crescent #39,Kitchener,2,1/0,1988,,950,$272.63,"$259,900","$259,000",07/06/2018,99.65,12
210,30666150,332 Westcourt Place,Waterloo,4,1/1,,,"1,566",$165.39,"$276,900","$259,000",08/10/2018,93.54,57
211,30646135,778 Laurelwood Drive #607,Waterloo,1,1/0,2018,,807,$322.06,"$259,900","$259,900",06/20/2018,100.00,84
212,30670275,320 BLUEVALE Street #E,Waterloo,3,1/1,1972,,"1,060",$245.19,"$254,900","$259,900",07/13/2018,101.96,9
213,30676421,210 Westcourt Place,Waterloo,2,1/1,,,"1,344",$193.38,"$269,900","$259,900",08/16/2018,96.29,16
214,30664249,250 Westcourt Place,Waterloo,4,1/1,,,"1,286",$202.18,"$276,900","$260,000",06/22/2018,93.90,19
215,30666943,415 Morgan Avenue #51,Kitchener,2,1/1,,,"1,140",$228.07,"$249,900","$260,000",06/27/2018,104.04,7
216,30668153,100 BLUEVALE Street #32,Waterloo,3,1/1,,,"1,400",$185.71,"$265,000","$260,000",08/07/2018,98.11,55
217,30673049,100 BLUEVALE Street #12,Waterloo,3,1/1,,,"1,400",$185.71,"$265,900","$260,000",09/13/2018,97.78,62
218,30677540,15 Hofstetter Avenue #318,Kitchener,2,1/1,,,817,$318.24,"$225,000","$260,000",08/22/2018,115.56,13
219,30680292,25 UPPER CANADA Drive #39,Kitchener,3,1/1,,,"1,080",$240.74,"$250,000","$260,000",09/06/2018,104.00,7
