,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
312,30564067,25 HETT Avenue,Kitchener,2,1/0,1941,,653,$413.48,"$299,900","$270,000",04/05/2017,90.03,9
313,30566876,975 STRASBURG Road #22A,Kitchener,1,1/0,2011,,550,$490.91,"$200,000","$270,000",04/21/2017,135.00,11
314,30568701,14 Williamsburg Road #60,Kitchener,3,1/1,,0.00,"1,404",$192.31,"$284,900","$270,000",05/03/2017,94.77,10
315,30570250,12 HOLBORN Drive #C18,Kitchener,3,1/0,2007,,"1,200",$225.00,"$230,000","$270,000",04/28/2017,117.39,2
316,30572447,121 UNIVERSITY Avenue #57,Waterloo,5,2/1,1974,,"1,502",$179.76,"$270,000","$270,000",05/12/2017,100.00,8
317,30561991,211 Veronica Drive #3,Kitchener,2,2/0,,,806,$337.47,"$229,900","$272,000",03/28/2017,118.31,2
318,30568442,55 BLUE SPRINGS Drive #811,Waterloo,2,2/0,1991,,"1,283",$212.00,"$274,900","$272,000",05/05/2017,98.95,17
319,30559191,12 Holborn Drive #D28,Kitchener,3,1/0,2007,,"1,200",$227.04,"$244,900","$272,450",03/07/2017,111.25,8
320,30559064,42 Green Valley Drive #67,Kitchener,3,1/1,1999,,"1,554",$175.35,"$269,900","$272,500",02/27/2017,100.96,2
321,30547716,42 West Acres Crescent #6,Kitchener,2,2/0,,,911,$300.76,"$273,990","$273,990",01/08/2017,100.00,60
322,30549469,6 Willow Street #2008,Waterloo,1,1/0,1993,,940,$292.55,"$279,900","$275,000",01/18/2017,98.25,55
323,30552897,1414 KING Street #309,Kitchener,3,1/0,1988,,"1,055",$260.66,"$239,900","$275,000",01/23/2017,114.63,13
324,30559621,120 Mansion Street #608,Kitchener,1,1/0,2005,,743,$370.12,"$275,000","$275,000",03/21/2017,100.00,22
325,30563702,111 TRAYNOR Avenue #17,Kitchener,3,1/1,1989,,"1,346",$204.31,"$234,900","$275,000",03/27/2017,117.07,4
326,30563885,15 Green Valley Drive #43,Kitchener,3,2/1,1977,,"1,163",$236.46,"$229,900","$275,000",04/13/2017,119.62,17
327,30571291,116 KINGSWOOD Drive #A,Kitchener,3,2/1,1974,,"1,278",$215.18,"$239,900","$275,000",05/09/2017,114.63,12
328,30553487,1255 OTTAWA Street #A,Kitchener,3,1/0,1969,,"1,076",$256.51,"$220,000","$276,000",01/16/2017,125.45,5
