,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
411,KW1221407,265 Westcourt Place #302,Waterloo,1,0/0,1988,,"1,091",$188.63,"$215,900","$205,800",06/21/2012,95.32,70
412,KW1234198,425 Keats Way #4,Waterloo,3,0/0,1977,,,,"$212,500","$206,000",11/21/2012,96.94,109
413,KW1241067,405 Keats Way #3,Waterloo,3,0/0,,,,,"$209,900","$206,000",12/17/2012,98.14,75
414,KW1241330,454 Beechwood Place #4,Waterloo,2,0/0,1986,,,,"$219,900","$206,000",12/11/2012,93.68,64
415,KW1241555,562 Weber Street,Kitchener,3,0/0,1956,,,,"$214,999","$206,000",12/11/2012,95.81,57
416,KW1224733,71 Sixth Avenue,Kitchener,2,0/0,1945,,,,"$213,000","$207,000",07/31/2012,97.18,80
417,KW1231181,270 Eiwo Court #109,Waterloo,3,0/0,,,939,$220.45,"$209,000","$207,000",07/05/2012,99.04,6
418,KW1234411,404 King Street #217,Kitchener,1,0/0,2008,,646,$320.43,"$209,900","$207,000",10/22/2012,98.62,73
419,KW1237919,465 Woolwich Street #39,Waterloo,2,0/0,,,,,"$214,900","$207,000",11/16/2012,96.32,52
420,KW1237021,263 Ottawa Street,Kitchener,3,0/0,,,,,"$214,900","$207,500",11/19/2012,96.56,73
421,KW1234218,422 Cadbury Court #B,Waterloo,3,0/0,1984,,"1,077",$193.13,"$210,000","$208,000",08/30/2012,99.05,22
422,KW1244319,82 Broadview Avenue,Kitchener,3,0/0,1956,,951,$219.24,"$219,900","$208,500",11/30/2012,94.82,20
423,GU124232,163 LANCASTER ST E,Kitchener,3,2/0,1896,,"1,020",$204.80,"$214,900","$208,900",11/19/2012,97.21,49
